category,match,slot,text
0,290,3,what happened. the picks were fine. we were jsut edgy. we were gonna mid kunkka. ursas just a king. did anything except feed lol. sounds good. ggwp
1,290,6,jus. end ursa. just end. rofl. this fucking ursa try hard. ursa is a cunt haha. gg
0,290,7,every1 throw toys out pram. and storm spends more time typing than anything else. well im reporting storm and dusa. because you both tilted each other. lol
1,290,8,"i mjust gonna sit in base. this lineup is fucking stupid. this picks. these*. hell no. these guys dont know how to play. i had to ward . and when i went to gank they. would just look. just end. ill sit in base. 26 - 3. doom, aba, keep, dusa. no lock down. my lanes were dumb. i had to ward myself . ours was worse. you have 3 lock downs. i thought it'd be easy. then at 8 mins you were already up 6-0. before i did anything. nothing i can do when my team just run when i come to gank. easy game"
1,290,9,storm failed mid to ursa. and he whine. Better if you do tbh. i wish you sat in base since the start. just push now. storm failing mid to ursa. just a joker. lmao aba. thats fine you can report me. i hardly said anything. just responded to this dipshit. who kept whining. Storm dead. LOL. KILL HIM'. GO. NOW. report storm
0,294,6,np our SF is totaly autistic. ggwp. sf is brainlet. pathetic AM pick in unranked. carried by SF
0,296,0,noobs always goes core. ff pls. no way to win
0,297,0,good luck get fucked?. go back. let them def wtf. dude wtf
0,297,4,"Yeah, don't look at the WK. Please.... Just pretend the man doesn't exist..."
1,297,8,wow. cool. 0. 0. gg ez pa. pa realy shit. ?. ?. ?. look the shit pa. hahahahahahah . if u want kill pa so ez. trash pa. go dead plz. ez pa trasj. ez go fuck ur mather pla. plz. pa 1k trash
0,300,0,"ck you need to study, half your senteces make no sense"
1,300,2,G feed done mid. Pussy. g base?. Pussy?. Pussy?. G end mid. Tierd. 5 asshole move together. die together. Thx. Guys. ASshole. get fucked. So hard. Forgot game. Go study. You guys. Sucks. i was mid ck. gg. Fuc k you asshole. People
0,300,3,"have fun, lads. sorry guys"
0,300,8,nice feed top trol and spectra
0,303,9,aw. hyahha. }aw. wtf. gg. gg game
0,305,1,cmon guys 3v1 really?. how do you like it?. thats what your mum said
0,305,5,minced. bro. ggwp tinker
0,307,5,?. gg. never 1st spec again
0,307,7,we are late game
1,309,8,why you play whis shit heroes. pa. reported pa . stupid shit hero . for kids. PEACE OF SHIT . fast . peace of shits. y. gg . report pa 
0,312,0,gege. they dont have. buyback. go thorne. throne
0,312,1,i ss one hit. next. lucky
0,312,3,im tilted af wid sf. m so done. practise wid bots how to grave teammates at what time. dreamy girl
0,312,4,nice carry husk 
0,314,3,ill out retard your feed dont worry. lol
0,314,4,lol. i get it. jesus resurrects. u tried
0,314,5,let me repick plz. liar. penius. looool. end fast. gg
0,314,6,he said. keyboard issues. wait pls. ty
0,314,8,RETARDS VS FEEDERS. LOL. EZ MOERPH. TY. LOL. gg?
0,314,9,gg. now we get to see the purple cool aid man slowly punch our base to death. report alch for not having 0.25 seconds per atk. only 0.28. fucking nub
0,315,2,why TK?. he's good
0,315,3,HAHA. hes good . HAHA
0,315,6,sad
0,315,7,HAHAH. let sd carry. let me afk. HAHAHA. Rerpot sd later. HAHAHAHAHA. Wow. HAHAHa. Sd go. go sd. HAHAHA. HEHEHE. HAHAHAHa. nnoob. g oend. HAHAHAHa. wait let tk abandon. Sd is good. HAHAHA. Cancer sup. HAHAHA
0,316,2,noobs
0,316,3,SHOULD I STAY OR SHOULD I GO NOW. suicide.exe
1,316,4,nice combo. reported. just cuz i look. like a terrorist. doesnt mean i am part of you
0,317,1,gg tide builld . 2 hits ? . really . XD. geee gee . Bois . Come back . Nice rosh 
0,318,4,n1. am said no support . so nice 
0,318,5,come . rampage
0,318,6,Lol. all of us no tango. just axe. Dafaq?. Lol. epic fail. foq. Hah. Lol. foq. Lol. hahaha. Haha. Lol. haha ggwp. party???. Haha. boom. panis. ahahah. boom. Dead. lmao. wow. blame pa ako?. haha. Lol. hala oii. anu ba yann. aray. sakit amp. Lol. Haha. Aw. bweset. gang bang. that pudge]. cum back??. Lol. aw. Aw. ggwp. haha. Lol. haha. its dizasta!!!. ohh its from universe its a dizasta!! ppd!!. Awww. wp gg. well played good game. ggwp. haha
1,318,7,gg. Report am. so noob guyz. hays. gg. Rteport am
0,318,8,NO TANGO GAMER. TANG INANG PUDGE TO. DAMAY PA AKO. PAPER AS HELL. WAG KANA MAG HOOK PUDGE. KUNG KASAMA MO LANG I HOGHOOK MO TAENA. HOY PUDGE?. EZ. HAYZZ. DISASTA
0,318,9,gg . no support. so gg. pls end. pls end as fast as u can sirs. i . i trow
0,322,3,nice comming ta. Cm me. Ez. delet dota. Ez
0,324,5,",..... LOL. ggwp. ty for game"
0,325,0,thx 4 waiting. g? 
0,328,5,press j change weather. w8 la. she rec. w8 la
0,328,8,lol. rec wait.  ?. wait dude. asshole . mofo . n p . lol. lol. GG W P
0,328,9,press j for glyph of fortification
0,329,0,hell. hell. i dont know. lol. u?. ty ty. no safe pls. lol pck. i am not affraid. eminem. lol. why?. too early. sarrender?. no rich?. lol drw. lol puck. cool. lol 2 dust?. that loss money. lol. only me def?. gg?. lol sf
0,329,3,im cancer. wtf. waste
0,329,5,GG team mates. HHHHAHA. why quit ?. end. sorender. poor team mates. HAHAHA. HAHHAA. HAHAHA
0,330,0,CLICK. XDDDDDDDDDD. NICE VENGE DUDE. NICE. 'thanks for hlep. __. )). tyty. one day. click. one day
0,332,6,zip zap. fuck u am. wow. wooooooooooooooooooooooow. !. kiding me !. 1 hit dager. there is a tip for noob player like am. if u are some kind of retard. ply sup. like protecter. see. we really. Respect him. he is noob. but. team respect him. 1045 crit attack !. come on. i stay in funtain
1,332,9,what are we supposed to do without a carry?. report him
0,334,1,our spec run away when war. with full hp. GG
0,334,6,lel . didnt know that . thought fly woulndt get stop. pheonix . lol. omg the pheonix plays :D. gg wp 
0,338,1,best thing about it. Is that our russian duo. antimage and axe. cannot even fucking finish a game already won. Not even that.
1,338,2,report ursa thx. go fuck urself cunt? stop focusing me. report axe later plz
0,339,1,blood last pick vs od. lol. last pick blood. go next ty. we lost ty. retard my fucking team . ty. luna no ulti lvl 10. lmao. blood last pick. xd. lvl 12 blood . ?. ty. od vs blood. xdddddddddddddddddddddddddddddddddddddddd. TY LAST PICK BLOOD. :D 
0,347,3,said the monkey picker :D. gg
0,347,9,HAHA. GOOD. HERO. XD. im done. NOOB. WTF. srly
0,348,1,im herald in my heart
0,348,4,that stick lion. felt bad right?
0,348,5,how are these ranks equal?. END. ???. ???
0,350,0,)). 180. niiice. ahaqha. lose mid in pudge. ez. ahah
0,350,9,push. i'm afk. go throne. pls
0,351,2,rage. worth it. haha. GG TIME MONGOL. nice mid. carregado
0,353,7,why almost every game for me pudje?
0,357,2,try hard. lol
0,357,5,go mid fast. all mid we wont def
1,359,2,afker. 30 sec no response i go. we'll just go and report this dude. he returned
1,359,4,REPOR. REPOR. REPOR. OK. I DON'T CARE MMR. 25?!?!?!?. U CARE?!?!?. I DON'T CARE IT. mr skelton*. THANK YOU FOR IMPROVING THE DOTA 2 COMMUNITY. REPOR MEEPO. !. i think you mean. ?
0,359,5,you forgot the T. wut. are you calling for aid?. Gg
1,360,5,gg wp. report clock and tinker. or whatever
0,360,6,wow rly? dood if you dont wanna play then dont qur a game sheesh
0,360,9,?. ?. my team doesnt deserve to get out of lp. so bye. just goinna serll my items and dc. ppl qwith lowm iq deserve lp forever
0,368,0,tinker?. dude the other team doesnt wanna hear you be a little bitch either
0,368,1,i like how my team saying how im losing when im under lvl once i reconnected. WHAT A JOE. JOKE. stfu lc mid. is ez to win. U GOT A 2nd move. TO COUNTER MY MISS. but my team dont know tha. they nv seen lc mid. what a joke. sorry lc come back is real. my es from last game came through. its cool. lol i carry him last game. he carry me this game. sounds fair. anyway tinker counter your teamate but u counter me. GG
0,368,2,It fucked me more than you.. RAGE
0,368,3,he says he will be right back. there he is . how the fuck did we win that . is lc talking to tinker?
1,368,6,rly?. fuck u. Stop pls. ur gonna lose. if u continue 1ing. hmmm. u use 1st against lv. lc. lmao. yep. i told u. stop it. lmao. ?. u still being trash. ur winning 4 void. not uu. sry. ?. i didnt play last game. :). XD. just end
0,369,5,i will show this game to all my support. how to win. oracle win this shit solo
0,370,2,can win. let us end fast
0,370,4,WP. PL . OK. :D. cant win bro . let us end. xD. warlock has scepter. i has scepter. Game de . :D
0,370,5,dc od. wait please. Thanks. GG
0,371,0,ii will rap u. ;). moron. yas. :. :D. :D :D :D : . u noob ember. AHHAhAHahA. ;d
0,374,0,Go. Finish. Come guys. We w8
1,374,1,And report tinker. report tinker
0,376,0,GG WP. lol. ((((. (((((((((((((((((. leg wanna party rating?. Lol no. Fuk this game. ????. Rofl
1,376,7,never pick my rune again bitch!. he gave up xD. sad he will never reach Walhalla :-D. xD. man riki you die like paper. for that shit i will make you bleed riki. Void Ulti and run like a bitch? :-D. omg. WTF was that :-D
0,377,0,"lol. hf boys, i love you. ggwp"
0,377,4,WHO WANTS TO LIVE FOREVER. clan mcloud for lyf. omni does. so much damage. holy shit. LOL. I KNOW RIGHT
0,377,6,THERE CAN ONLY BE ONE. GLHF. rude. <3. ah well. gg
0,377,9,now the natures buys right click items. fuck me
0,378,5,lmfao. lol I was talking to my brother
0,378,8,and i wasnt there. gg. cant fuck with oracle!. gg
0,384,3,ggwp. I commend your fucking rat
0,384,5,y me rubick?. poor me haha. give a bless. wp. commend me bro. hahahah
1,389,0,wait for ward. cant touch this. gg. we have sniper. gg. report sniper. :)))). report lich. buyed account ?
1,389,2,ACTUALLY KUNKA WHO DOESNT HAVE SHADOW BLADE IS IDIOT. i have now SB im not idiot anymore. gg
1,389,3,Report lich for cyring. please report medusa for being useless
0,389,4,gg. NOW. WHAT SHOUD I DO?. void plz ff. gg wp
0,389,5,.i.. you suck. push. kids. Push. luck win. gj
0,389,7,u  don't  need to  focus on me ... 3  carries  out  there ... lol. russian Guardians ... im  done   :). so ....carry  VS  lose  lol. how  can  this  LC  get  4  stars'  Archon ?
1,389,9,ok. noob lc. useless lc and dark. gg i dont have team ]. lc and moph useless. ez lc. the must noob lc ever. loot at this moph with 2 skadi lo. lol. pls report my team . pls report moph and lc. pls report lc and moph
1,404,4,report luny ty. or no u can commend him she won u game :)
0,406,7,lel. huh. calm lady boy. owakowak. NGAKAK. CALM LADY BOY. dont cry lady boy. DONT CRY. dont touch my support. COME. I AM NOT UR CLASS MAN. UR NOT MY BRACKET. i am not ur clas
0,408,4,why rage when you just win 1k?
0,409,9,grats. wew 5 man gank. nice items luna btw. very nice safelane. ?. ?. Lamo. nice smurf. nice first kill. Wait u didnt even kill me void. ur support stole it. nice. Cyka. ?. wew. Comeback is real. Ez rapier. Ez
1,410,9,well all what i can say. i wish u play with this Tusk next . Report tusk all. random on ranekd match
0,411,5,we w8ed your fucking weaver. have manners trash. russian tards. Really nigga?
1,411,6,fuck u 3x monkeys. pudge lock and this warm shit. shut up a fourth monkey alert. noobbbbie. MORE LUCK. 3v1. sure. HAHAHAHAHA. NICE. ?. U're jst good with 2x+ team mates. ??. ??. 5x monkeys. HAHAHAHA. XDD. hard. game. xD
0,414,0,why you ban berd. iz my berd. plz no ban. i name him . roberd. roberd the penix. my children africa. ???. Duact best drug. higher than twin tower
1,414,2,Wtf. halsennnnnnnnnnnnn. whyyy. hey divine. i dont know why. u last pick. LC. like noob. i need rampage. can i. pls. fuck u. LOIL. bb. feed me rampage. we got a deal
0,417,2,"Good luck, get fucked.. gg"
0,424,0,eng mb?. brain dead?. ? how long. wards checking?). sry. sry. ur puck braindead. anyway u dead. hahaha. ty. well. ill commend u. so wheres lina?. can i put my saber inside u?. sure. for commend. fuck. but u dead. ahahah. ??. coz im so good. ty. guys. we have medusa. fuck. well guys. told ya. we have medusa. that freefarm when u farm me. i know what u feel. sure im god. ez. gg
0,424,6,wait. my puck .  have lag
0,424,7,dont kill me i will commend . commend > 25 mmr . cmon man think about it . idc mmr i care commends. xD. me?. jebaited.com . nice hero bro. bulldog fans 1 hero pool LUL . gg
1,424,8,kos omak. i agree. gimme. call roshan. mid. tmw. u so good. report this dis. holy wshit. dunno. working maybe. ?!. u are not. +. can u stfu ?!?!
0,426,2,24 armor lvl 14 hero. balanced af
0,426,4,this is called balance. i hate doin this. i know. i hate myself. alreadyt. its just. tjhis shitty hero.  i hate her. this hero is broken. ill start spamming. we have sf if u didnt notice
1,426,6,i see. yeah. fucking hell. nmmice hero. but too bad u r not playing mid. rly. :). i am so bad. sorry. report this lc ty. GG
0,426,9,CROSS. TORRENT. PLEASE. TODAY?. OOOO
1,433,4,why would heralds pick mid. dead herald mid. again top. by selling ur mom's anus?. 7-27 still they out of base. at t2. wait dont racks
1,434,9,fucktard russian. .... jebem ti poreklo mrtvo. you russians are retards. but this sniper. is most retarded. person i have ever played with. pizdec. pizdec. you all russian retards?. f WEIO ggf . d As. Das. a. im out. bye
1,461,5,Wtf. report. GG. FUCK WIND. REPORT THIS MOTHER FUCKER. FUCK WIND. REPORT. REPORT WIND. FUCK THIS. REPORT WIND
1,484,1,hf. gg. noob team. ez. lol wp. EZ NOOB GAME. wp brisle. tattack blade male . be again 10 years kid :D. pudge???. so noob team omg. even hit him is problem?. kokot. pudge feeded. thats it. gg. commend pudge for feeding. ez
1,491,3,ENDS please. COME. please. ????. GG. ends'. dont do that. SEE. God help me. hod. NO fsbikjg. DIE. please. ENDS. ENDS. ENDS. ENDS. NEd. ENDS. MIrana idea so good. mirana always said gho. GO. GO GO. he always go. never deff. we didnt need to deff. coz we are gg. ahah. i think that pinoy player so fuck. without itrem. BKb and deso. ajhajua. ENds . ends. yeah sad. have idiot miranma. who always said go. GO. didnt know how to deff. miranaa player. Dont deff. just end. mirana player. gg. tarras. 5000 hit didnt die. coz they are mirana. go mirana go . go mirana mirana go. wow mirana plater. SEE. Ez mirana
1,517,4,lol . xdx. lol. xdxd. blame my noob teammates. lol jajajajajaja suckers got solo killed. lol noob. suck a noob. lol. my team lost. i won solo . lol noob PA. nope. lol. ez kill. now im the pro. you pussies better quit. commend pls. no joke lol poor gays. lol. lol'. poor BKB. lol. lol. lol. cute. lol noob. jajaja
1,523,1,EZ. medusa. hahaha. lol. YEAH. good to throw . AHAHA. when you got noob carry :D . AHHAA. paasive . only 2nd ans ulti. WT. WTF. paassive medusa. noob . sk . fucking noob medusa. SAD
1,544,5,suck my dick . report pls my teams
1,554,1,we have support invoker here. first pick invoker average last hits 100. and he wants mid. easyreport?. 100 avg last hits. first pick mid invoker. im getting ready a report for mid. 100 last hits mid. wow. OVER 20 games. over 20 games. i use supp each game more than 100 last hits. fucking invoker. FIRST PICK MID. 100 avg last hits. useless cunt. useless pa. fail dog with so much supp. brainless cunt. so fucking useless. 0-3. lol. pretend now. 0-3 barking useless. and pretend. a team of useless dogs. useless carry. fucking pa dog. our pa. totally useless. totally. lvl 18 rubik. lvl 16 pa. fucking dog. nah. report offlane and pa. idiot. see luna. fucking idiot offlaner. useless cunt. gg morons. useless pa. 0 dmg
1,554,4,end this shit we've injoker. im really so fck up. all of my game is so fck up cuz this cancers. look invo's stats. STARTER PACK OF INJOKER. haha. HAHAHAHA. how did you lose in our injoker. u mean this server?. REPORT ZEUS. HELP. wHAT AN ASSHOLE. IM SO STRESS WITH THIS CANCERS. EVERY FCKING GAME. LOL. GG. REPORT ZEUS AND PA. eVERY FCKING GAME . EVERY GAME I HAVE CANCER TEAMMATES
1,583,8,wait pl0x. gg. I feed. report cm. lmao. saf. sad. yeye
0,594,2,u guys arent gonna win this game. its too ez. u mean the 1v2 mid?. why wudnt i go shadow blade rofl. what happened?. wat?. i todl u ez game. tsn replay. ez win though. dota isnt about the kills . but u wudnt know. too ez. lullululul
1,702,2,END. i lag. so mnuch. and us till gankl. fuc kfof bro. GG. GO. CONGfruckngcrats u kill algging ovker. ru not even good. jst kill me. im doNe. ye we had like. 60% packet. entire game
1,710,4,rq ?. this RU west server is good. :D. ?. report. SF. NOW. JAHAHAHAHAHAHAHAHA. what a fail gamee. jsut report everyone. for not buying bkb. what an idiots. report wood legion. divine 3. legion wood. good fucking g. gg
1,711,1,fail. :DD. dont get cocky. fuckers. ez aegis. won game. OMFG. TRASH NOOB HEROEs. ALL OF U. GO TO BED NYX. 2h game. u lose with those heroes. pathetic. noob voker
1,719,4,whats the point bois. u won pango. wp. u won. gg. wp. u won. gogo. buyback. fucking 5 iq . idiots
1,797,6,ez dog. ur basae . morons. ))). GJ. DOG. KILL. ME MORE. ANIMAL. NICE. KILL BH MORE. DOG. WHAT NOW. ANIMAL. CHASE. BH
1,865,7,GG FUCKING TEAM. GG TEAM. USeless FUCKING BARA. USELESs. GGWP. END. PLEASE. PLEASE END THIS GAE. ILL REPORT MIRANA. POLEASE LET HELP US. LET MIRANA GO TO LP. EA GAME. EZ. END. IDIOT. EZ. EZ. GG EZ tEAM. ILL SWAP COMMEND JUST REPORT OUR TROLL. EZ. EZ. Reported troll. WOW BARA. WOWO. GGWP. EZ GAME. FUCKING IDIOT TEAMMATES. OUT ROLL IS FUCKING FARMING. SO FUCKING IDIOT
1,916,0,gay mirana helo. i fuck your young mom
1,923,1,chaos is all yours boys. if hes there I WILL NOT BE. you have my word. hes a spoiled child that needs a dick in his ass
1,925,4,fuck u axe. ty. for ur cog. noob. ez win. ez. noob. i told u axe. u are noob. counter pick???. fuckin noob tinker. fuckin nooob
1,925,9,g. gg. gg. rs. end. End. pinoy trash. ez ancient. kontol. ngentot ya. anjing
1,972,9,can u stop sucking dick sf?. disruptor is holding ur dick mid. and u keep complainnig. was es and bane ever top?. how es bane and luna can't handle brew. es and bane were looking to fight non stop. and luna couldn't farm
1,1014,8,nothing to say to this team. wp wd. you deserve thi?? game wd. this sf so bad. sf reported. ty for game. report sf. +. nice afk. gg ty. i afk
1,1125,4,that mirana is shit also. ez. ez come. fcker. dickhead. pls. ok. time to serious then. you suck]. report that miorana too. thanks to voker. wards sponsor. commended. ok. also that mirana pls. ENDING. wahahaha. let us end your suffering. TRY HARD PA. END. report that mirana. improve dota 2. TRY HARDER. PA. EZ
1,1125,5,No idea wtf is going. on'. crying so ahard. for no reason. KIL ME . hlep report this ck tq. make me dulan. assshole. already give mid role . now barlking. and some more playing dick. come es. kill me . fuck yo. YOU GYUS. HELP. rEPORT. tHIS CK. aSSHOLE. GIVE MY ROLE. STILL WANT DULAN ME . COME. KILL ME . ALL THE WATN. MID . END. COME. go end. tq. just p. Nani. Already pick first invoker and i playing my role. Picking fucking ck and go mid againist tinker what an asshole. And somemore you want bark and steal item . go ahead. this is make dulan so hard. this is not my fucking fault at all. you want see me feed what. good what. now i'm feeding. Deserve it . to losle. HELP REPORT CK TQ
1,1162,9,come mid. I feed. report pudge. free food. end. i afk no defense. gg
1,1256,2,uses stick = luck?. we playing a an down from minute 5 go fuck yourselves. we been 4 since dk abandon at minute 4. thats what i fucking thought. even my illusions and you dont want none. chrono me for what u fuck. 4 v 5 and i molest your team even when i'm dead. get blnk poofed you bitches. i'm 6 slotted now . its even worse for you fucks. get fountain dove
1,1256,5,wtf ? why ?. yeah 2 bashes noob. die noob. :). fucking lucky team. use my dick. this is a USA server why i have fucking spanish in my team. i hate spanish. 3 vs 5.... i dont think so!!!. why you dont pause ?
1,1260,1,fuck your moms. lich offlane. says. it. all. hahahahahahahaha
1,1278,5,gg. end. rep bh an pudge. i afk plz get mid. isay get mid why fucking . plz pudge an bh rep. com fucking end. ok end
1,1292,8,i go feed. go end fast. ok. i go feed
1,1321,1,LOL. slow hand. aik?. cock what?. lol. wd more fast then u lol. wkwkw. aih???. hahaha. LOL. ?. LOL. such a noob trash talker. lolk ez?. how many fail gank mid. LOL. sAD. NOOB. lmao. noob mid. pls. ok la. u win mid. but  u lose. so what happend?. LOL. hahahahaha. Sad
1,1321,9,noob. ?. slow brains. slow cock ur dad. couldn't pull out in time. use condoms next time. slow?. cock. still faster than ur dad's cock. use condom next time uncle. stop spreading bad seeds. that doesn't even make any sense. trying to be witty arent' we?. sad. ez mid. yes. parasite. lmao. noob mid. practice more. ss. lmao. fact. ez mi. mid. practice moar. git gud. ez mid. plz. dont kid urself. ss. ezpz mid. yes. ok la. hahaha. still ez mid. parasite
1,1327,4,ez. i feed. ff. ez mid. i feed. killm e. come mid. hi es. i try you win. feed. come anti. nice. ulti. kill this monkey. this anti. lol. comon guys. win this shit. i feed again. come mid. dust?. invo in your base. hahahahah. push guys. go. toguehter. gii.  . ghagagagaggahghahahahah. fucking monkey suck my dick
1,1345,2,"im gay. christmas is a pagan holiday. kaffir. report my fucking lina. i told him not to play fucking lia. lina. he's garbage at it. idk why he cant just pick fucking viper. he never picks sf counters and always gets rekt. by sfs. im sick of it. ?. fight me faggots. can you tell me. how i kill all of you. and i have no team. to take your base. ?. like how does that happen. m,y necro bought a 50 minute radiance. when ive had one since 19 minutes. and has no bots. do u know how tilting this game is"
1,1353,9,this trash tinker. dont know. how paly with this trash. reAlly. too much talking skill like idioot. fucking asshole mid more. Jacky. Jacky guyss. Jacky son of harlot. jacky son of bitch. this tinker mom is bitch. so fucking awesome. i hope he's whole family die. really. no hopes. he want mid lmao. acc buyers. Laos. poor country. lmao
1,1364,5,ez mid ez ame. report pudge. not fun . pudge need dd. hahah. this pudge so fucking stupid. iq monkey. 10 max. end. gl next . go end guys  . lol . rubick buy wards in ths mode. wtf ?. ez russia 
1,1407,4,gg. we havent support. this invo so fucking asshole. AFK . I AM AFK. SO END FAST. NO HOPE. Cry ??? i said we need support. why you pick invo then  ???. are you lost your mind ??. KID. waity 1  kiniute. dont care bitch. just end . end fast . never want tagaian
1,1470,7,"gg. ez mid ez life. sf firstpick midstealer?. let us 1v1 mid, k?. true tho. FUCK U QOP, LET ME AND SF BRAWL IT OUT. LOL. QOP IT SHIT. FFS. gg. fucking mid player. gg. *ty for fun game sf. ez. ty for ez mmr sf. lol"
1,1477,7,report creep. im mid feeding guys. punishment for these kids. no i wont. im just makin sure they dotn win. 1- they flame each other. 2- they are 1.5k mmr below me. 3- they are bad. and 4- they afk farm next to me. so im punishing them. this is the only way that u can bring noobs to play. intentional feed they calm down. Focus on flaming u. DAzzle. furi skill level = u x 109. venge is on a completely different level
1,1481,0,oh shit. pugna. holy shit. we got cancer pignoy. zues 1 . fv 0. haha. so much hate bro. wtf. cyta. xD. zues pro. hahah. tried my best. gg fv. :D. <3
1,1495,7,"gj. u can end it. this agha luna will probably kill a creep. hahahhahaha. this trash luna. HAHHAHAHA. just ignore this agha luna. he cant play, farm, talk. ez. carry"
1,1497,4,gl and hf. ff. can u pls finish this ?. just go mid. it is useless to play with this medusa. medusa is just here to ruin this game. no. ty for ruin this game medusa. bg
1,1665,3,MAGINA. MORE LIKE VAGINA. report lcock. magina?. more like vagina. haHAA. stop playing btw
1,1711,3,you speak idiot?. and you speak ignorant?. wtffffffff. I HAD ENOUGH WTF I WAS ABOUT TO ULT. WTF. HOWD YOU DO THAT WTF. RIGHT AFTER I ATTACKDE THE BLADEMAIL APPEARED BUT I STILL DIED. wp lina. tu es mierda. ty . shhhhhhh. i cant do anything idiot gay hero. wp lina. No. Wtf. trabajar. mierda. puto. no lol. i am oklahoman. i am white. i an 14 years old. nah packin 9.5 inches wbu. im 14 white boy i speakl english spanish french german arabic and mandarin. You are part of that peruvian team. same. my invis doesnt come off when i attack. rasonable xD. reasonable peruvian. GG WP COMMEND ROSHAN EZ
1,1712,4,GG end mid. report voker pls. gg. invoker. trash mid. average gpm 300. fuck off. report es. cuz top was so ez. no. jungle 2017 deserve report. d7?. u guys dont understand meta. who jungle in 2017?. voker this patch is weak. I report wk. for jungle. GG WP
1,1790,1,end it please. can u end it . ?. cant u see iam afk. ?. who the fuck is this invoker player. can s1 tell me????????????????????
1,1795,2,"whatever m,an. i give u. fucking retards. watching bot . waiting for void to fucking chrono. fucker jerking off. gg. im fucking done. fucking . feed the sf. and blame. srsly. 0-2. 1-6. joke supports. 5-0. fucking trash supports. just report them. 1-4 3-9 0-3. so pro. yea im fucking done. this is literally a fucking 2v8 game. me and void. aginst these  fucking retards. lol we lost. gg. fucking carry so hard. fucking shit ass lion. WHO THE FUCK NEEDS LION. WHO THE FUCK NEEDS PUDGE. GG"
1,1807,2,hehehe. that good. rampage!!!!. fuk you. oh fuk. you too. noooooo. wtf. so sad. gay. shemale. gay. report bb pls toxic. haha. bb fight with me 1vs1. you die. wtf. stop pls. 1v1 wiht me bb. ok. wtf i 1v1 at bb
1,1898,7,fuck off mid . he cant do any more. sure gg. 17minutes fuck off rd??. die. Ez. MMSP. FUCK OFF MID. WAHT you can ??. fuck off mid farm and die. Ez. ez mid. fuck offf. report this mid. he wanna compare support. ez fucker
1,1910,7,im done. stfu qop. u pussy fuck. ur kunkka just won u guys the game lmao. GG. Ez. comend sniper. sniper biggest pussy
1,1919,6,gg. afk. ++. surounded by retards. nap team 
1,1988,8,fnoob. zero ward. 1v6. i buy ward. xd. noob team. ez. eam. buy ward. kunaka. you win. useess. kunaka. ez4
1,2010,1,SUPPORT MEEPO BOIS. He is a fucking terrorist. So it makes sense. cAN YOU ASK THE HUSKAR TO STOP. I dont know how meepo works and im being bullied. Dick in me
1,2025,5,its toxic\. your friend?. doomed?. GO FF. IM DONE WITH MOTHWEGR FUICKER. SVEN FUCK YOUR FAMILY. wnhy derf?. ok. commedn em ty. lol doom. nice feed
1,2033,1,hey faggot ass woo ima show your stupid fuck how to support. nah fuck that toxic cunt . kid was so toxic my last game glad we in opposite teams. techies. oops. the guy name WOO. sorry techies not you. enjoy his toxic aura. the aa is a toxic cunt. so you can feed me. hey aa you do realzie we have a pa. AA?. why is storm feeding the void?. ;o. hahaha. lol. Techies is 64% win rate 3-4k. AA. is this -50?. for you. learn to support you toxic cunt. GG
1,2033,8,"you ok dude?. yeah, no.  wasn't in your last game . well he seems to be afk. so.. there's taht. lol gg. you're right. toxic cunt. muting him already. fuck that kid. is he real smart?. can't tell. at first I thought you were a prick, silencer. you right.... damn. ahahahhahas. you saved the huskar. LOL. 30 int... looool. meh. aa carry last pick was dope thoughy. lol. ahahahah"
1,2056,6,are you retarded man. well fucking. done. brainless dogs. ez. ez dog. first 10 min. sit at mid. then talk. haha. Cent . did sit at mid. 10 minutes. retard dog:). these words. so memorized. so shut up mate. i dont care. ur tarsah. trash. ur profile repels me. haha. ze. ez. AHAHA
1,2063,2,fucking ritika man. fucking shit. dont remind pls. bh the new gpm gain has been removed u may leave :). no gpm for ya. madarchod. yea. bb. and suck my dick
1,2111,6,"die. bitch. HAHAHA. lol. dont be salty bro. ok. hahaha. Dead?. =(. sad face?. lol this guys are mad. hahaha. kanican. die bitches. gg bitches. youre back blood?. oh stfu. reasons.,com. reasons reasons reasons. HAHAHAHA. thats what u get faggot. hahaha"
1,2199,1,MORONS. MORON. dicks. HELP YOUR MID MORONS. DICKHEADS. MORONS. SO BORING. U IDKCHERDS. delete dota. fuck
1,2210,8,noob malayshit. fckign malay people. malay people always said for 2 tango. wtf. Sad
1,2212,5,noob. fuck pussys . go. BG fucking idiots go play normal all pick. 36 min. haha noob
1,2372,2,gg. go ff mid. this cant be real. np. trash safelane. trash mid. u cant win this lane. pls go mid. and finish 
1,2420,7,"gg, first time pudge on my team. says. he's a carry. gg. pudge first skill flesh heap.... fml. ffs. good torrent. dog shit. report this idiot slark. wants 1v1 in dota. please report slark. he thinks he's in cod. slark thinks his ult his supposed to block daamage. please send him to lp. he's confused how kunkka killed him. it never was you dumb shit. guys my blood rage isn't silencing. wtf. what is this new 'guardian greaves' item???. idc i got my item. please abandon slark. it's a 5v5 game. ..... slark and jug just like to feed. nothing we can do"
1,2420,8,jaja. strength. very need. jaja i take runa. report ck noob. ?. yes. report pudge. ya. like 3 years ago. not so strong without your buddies huh. try again. lol. pathetic noobs. stfu . faggots. you are bad
